userId,movieId,rating
5,2571,1.5
5,2657,5.0
5,2683,4.0
5,2687,3.5
5,2762,3.5
5,2792,2.0
5,2805,2.5
5,2871,1.5
5,2959,1.5
5,3616,3.5
5,3869,2.0
5,4016,4.0
5,4018,2.5
5,4168,2.5
5,4306,4.0
5,4890,3.5
5,5065,1.0
5,5380,5.0
5,5481,3.5
5,6377,3.5
5,7046,2.5
5,7375,4.0
5,8360,4.0
5,32017,3.5
5,33499,4.0
5,43930,3.0
5,44193,3.5
5,45431,4.0
5,46972,5.0
5,52975,3.5
5,54259,4.0
5,56152,4.5
5,59784,3.5
5,60126,4.0
5,63859,5.0
5,67408,4.5
5,68793,5.0
5,68954,5.0
5,71264,5.0
5,72737,4.5
5,78637,3.5
5,81847,5.0
6,480,3.5
6,851,3.0
6,1073,5.0
6,1097,4.0
6,1199,4.0
6,1223,5.0
6,1682,4.0
6,1732,4.5
6,1884,3.5
6,1965,5.0
6,2205,4.0
6,2329,5.0
6,2335,3.0
6,2572,5.0
6,2599,4.5
6,2694,3.5
6,2858,5.0
6,2918,4.0
6,2959,5.0
6,3082,4.0
6,3262,4.0
6,3897,4.0
6,4054,3.5
6,4090,4.0
6,4239,4.0
6,4369,2.5
6,4728,3.0
6,4878,4.0
6,4886,3.0
6,4963,5.0
6,5014,4.0
6,5989,5.0
6,6377,3.5
6,6711,4.0
6,6874,5.0
6,7147,3.0
6,7361,5.0
6,7438,5.0
6,8784,5.0
6,30810,5.0
6,33004,5.0
6,41573,4.0
6,42002,4.0
6,44191,3.0
6,44195,4.5
6,45722,4.0
6,46578,5.0
6,46976,5.0
6,48394,3.0
6,49272,4.0
6,55247,4.5
6,55765,5.0
6,56367,5.0
6,60069,5.0
6,66665,5.0
6,68954,4.0
6,69122,3.0
6,72011,4.0
6,76251,3.0
6,78039,3.0
6,94864,4.5
7,10,4.0
7,32,5.0
7,47,5.0
7,70,4.5
7,145,4.0
7,165,5.0
7,196,2.0
7,231,4.0
7,260,5.0
7,288,4.5
7,293,4.0
7,296,3.5
7,316,4.0
7,344,1.0
7,356,5.0
7,367,1.0
7,377,3.5
7,485,3.5
7,527,2.5
7,541,4.0
7,546,2.5
7,589,4.5
7,593,5.0
7,648,3.5
7,673,2.5
7,733,4.5
7,741,3.5
7,780,4.0
7,858,3.5
7,1036,5.0
7,1080,5.0
7,1089,3.0
7,1127,3.0
7,1136,5.0
7,1196,5.0
7,1198,5.0
7,1200,5.0
7,1206,3.0
7,1208,5.0
7,1210,5.0
7,1214,5.0
7,1221,3.5
7,1222,5.0
7,1240,5.0
7,1258,4.0
7,1291,4.0
7,1320,4.5
7,1370,4.0
7,1391,5.0
7,1407,5.0
7,1517,4.5
7,1527,4.0
7,1580,4.0
7,1610,4.5
7,1676,5.0
7,1687,4.5
7,1690,5.0
7,1722,4.0
7,1732,3.5
7,1747,4.0
7,1862,2.0
7,1954,0.5
7,1991,3.5
7,2028,5.0
7,2115,4.5
7,2161,3.5
7,2167,5.0
7,2288,3.5
7,2329,5.0
7,2353,4.0
7,2467,4.0
7,2470,3.0
7,2571,5.0
7,2617,2.5
7,2628,2.5
7,2672,2.5
7,2683,5.0
7,2692,4.0
7,2699,1.5
7,2700,5.0
7,2701,3.0
7,2710,3.0
7,2712,1.5
7,2788,4.5
7,2807,4.0
7,2890,4.0
7,2916,3.0
7,2959,5.0
7,3033,4.0
7,3052,4.5
7,3081,4.0
7,3176,4.0
7,3253,3.5
7,3275,5.0
7,3441,3.5
7,3527,3.0
7,3623,2.5
7,3793,4.0
7,3977,3.5
7,3994,3.5
7,4011,5.0
7,4306,3.0
7,4343,1.5
7,4370,2.5
7,4387,4.0
7,4553,3.5
7,4878,4.0
7,4963,4.5
7,4993,3.0
7,5349,3.0
7,5378,2.5
7,5418,4.0
7,5608,2.5
7,5669,4.0
7,5903,5.0
7,5952,3.0
7,6333,4.5
7,6365,3.0
7,6502,2.5
7,6539,2.5
7,6794,0.5
7,6807,4.5
7,6874,2.5
7,6934,3.0
7,7153,3.0
7,7438,2.5
7,8636,2.0
7,8874,2.0
7,27611,4.5
7,32587,5.0
7,33493,3.0
7,33794,3.5
7,36529,1.5
7,37380,3.5
7,44191,4.0
7,44665,5.0
7,47610,4.0
7,47997,4.5
7,48394,2.0
7,48774,2.5
7,52281,3.5
7,57532,1.5
7,58559,5.0
7,59315,2.0
7,60126,4.5
7,60161,3.5
7,60684,3.5
7,62956,3.0
7,63113,4.0
7,67255,3.5
7,68157,2.0
7,68791,3.5
7,69122,3.5
7,71535,2.0
7,74458,3.5
7,79008,4.0
7,79132,2.0
7,84152,3.5
7,87232,2.0
7,88744,2.0
7,90603,3.5
8,1,5.0
8,3,4.0
8,5,3.0
8,25,5.0
8,32,3.0
8,36,5.0
8,52,5.0
8,58,3.0
8,62,4.0
8,86,4.0
8,95,3.0
8,104,3.0
8,107,3.0
8,140,4.0
8,141,3.0
8,260,4.0
8,376,3.0
8,648,5.0
8,673,3.0
8,724,3.0
8,726,5.0
8,731,1.0
8,733,3.0
8,736,3.0
8,766,5.0
8,778,4.0
8,780,4.0
8,783,5.0
8,785,2.0
8,786,3.0
8,788,5.0
8,802,4.0
8,804,4.0
8,805,4.0
8,808,4.0
8,818,3.0
8,832,3.0
8,880,1.0
8,991,5.0
8,1042,5.0
8,1047,4.0
8,1057,3.0
8,1059,4.0
8,1061,4.0
8,1073,5.0
8,1120,5.0
8,1183,1.0
8,1210,5.0
8,1353,2.0
8,1357,3.0
8,1358,5.0
8,1393,5.0
8,1407,5.0
8,1409,3.0
8,1410,5.0
8,1414,3.0
8,1416,4.0
8,1471,5.0
8,1476,5.0
9,3,3.0
9,6,4.0
9,10,3.0
9,14,3.0
9,16,4.0
9,19,2.0
9,21,3.0
9,23,3.0
9,25,4.0
9,32,3.0
9,47,3.0
9,50,2.0
9,52,2.0
9,58,3.0
9,95,3.0
9,110,3.0
9,122,2.0
9,150,4.0
9,153,3.0
9,161,4.0
9,163,3.0
9,165,3.0
9,172,3.0
9,173,2.0
9,185,2.0
9,194,4.0
9,195,1.0
9,198,3.0
9,204,2.0
9,223,4.0
9,227,2.0
9,230,3.0
9,231,4.0
9,235,4.0
9,246,3.0
9,248,2.0
9,253,3.0
9,260,4.0
9,267,1.0
9,281,3.0
9,288,4.0
9,293,4.0
9,296,5.0
9,300,3.0
9,305,2.0
9,315,2.0
9,316,3.0
9,318,3.0
9,319,3.0
9,329,1.0
9,333,3.0
9,337,2.0
9,344,2.0
9,345,2.0
9,348,3.0
9,349,3.0
9,350,2.0
9,353,3.0
9,355,2.0
9,356,3.0
9,357,3.0
9,361,3.0
9,367,3.0
9,368,3.0
9,370,2.0
9,371,2.0
9,372,2.0
9,376,3.0
9,377,3.0
9,380,3.0
9,410,2.0
9,412,2.0
9,415,2.0
9,417,3.0
9,419,2.0
9,427,2.0
9,431,3.0
9,432,2.0
9,434,3.0
9,440,2.0
9,442,3.0
9,454,2.0
9,455,1.0
9,457,3.0
9,466,2.0
9,471,3.0
9,474,3.0
9,475,3.0
9,477,2.0
9,480,3.0
9,481,3.0
9,485,3.0
9,489,2.0
9,494,3.0
9,497,4.0
9,500,3.0
9,508,3.0
9,509,1.0
9,514,2.0
9,515,3.0
9,519,1.0
9,527,3.0
9,532,3.0
9,535,3.0
9,537,2.0
9,539,2.0
9,540,2.0
9,543,2.0
9,555,4.0
9,585,3.0
9,586,2.0
9,587,2.0
9,589,4.0
9,590,3.0
9,592,3.0
9,593,3.0
9,597,1.0
9,610,1.0
9,648,3.0
9,733,3.0
9,784,3.0
10,39,5.0
10,180,2.5
10,253,4.0
10,327,2.5
10,356,4.0
10,480,2.0
10,934,1.0
10,1093,4.0
10,1298,0.5
10,1727,3.5
10,2081,5.0
10,2146,2.0
10,2390,4.0
10,2528,4.5
10,2572,5.0
10,2581,2.0
10,3159,3.5
10,3186,3.5
10,3362,4.5
10,4880,4.0
10,7445,3.5
10,7451,5.0
10,81591,4.0
11,1,4.0
11,10,3.0
11,17,3.0
11,19,3.0
11,34,3.0
11,48,2.0
11,107,2.0
11,111,4.0
11,150,4.0
11,153,3.0
11,154,3.0
11,165,3.0
11,260,5.0
11,265,4.0
11,292,4.0
11,306,3.0
11,316,4.0
11,317,2.0
11,329,5.0
11,344,3.0
11,349,4.0
11,350,3.0
11,357,2.0
11,362,3.0
11,364,3.0
11,367,3.0
11,368,3.0
11,370,3.0
11,377,3.0
11,410,3.0
11,420,2.0
11,434,3.0
11,454,3.0
11,480,4.0
11,500,3.0
11,539,3.0
11,541,4.0
11,552,3.0
11,568,3.0
11,586,3.0
11,587,5.0
11,588,4.0
11,589,3.0
11,590,3.0
11,592,3.0
11,593,5.0
11,594,4.0
11,596,3.0
11,597,4.0
11,616,3.0
11,661,3.0
11,720,5.0
11,745,5.0
11,750,3.0
11,788,2.0
11,805,3.0
11,903,3.0
11,904,4.0
11,908,4.0
11,910,3.0
11,912,3.0
11,919,5.0
11,924,5.0
11,969,3.0
11,1019,3.0
11,1023,4.0
11,1028,4.0
11,1035,3.0
11,1036,3.0
11,1073,3.0
11,1079,4.0
11,1080,3.0
11,1082,3.0
11,1084,4.0
11,1086,3.0
11,1097,3.0
11,1127,4.0
11,1136,4.0
11,1148,5.0
11,1193,5.0
11,1196,5.0
11,1198,4.0
11,1199,3.0
11,1200,4.0
11,1206,3.0
11,1210,4.0
11,1214,4.0
11,1219,3.0
11,1220,3.0
11,1240,4.0
11,1269,4.0
11,1278,4.0
11,1282,5.0
11,1291,4.0
11,1356,5.0
11,1374,4.0
11,5060,5.0
12,3,3.0
12,16,1.5
12,235,3.0
12,266,4.0
12,350,1.0
12,553,3.0
12,594,4.5
12,708,4.0
12,750,2.5
12,1080,4.0
12,1101,4.0
12,1208,1.0
12,1225,1.0
12,1258,2.5
12,1917,2.0
12,2012,4.0
12,2174,4.0
12,2710,4.0
12,2797,4.0
12,5952,4.0
13,20,3.5
13,50,4.0
13,111,4.5
13,277,3.0
13,1148,3.0
13,1213,4.0
13,1223,3.5
13,1359,4.5
13,1722,2.5
13,1920,3.0
13,2133,3.5
13,2633,3.5
13,2959,4.0
13,2991,3.5
13,3082,4.0
13,3113,2.5
13,4005,3.0
13,4878,4.0
13,5424,1.5
13,5879,3.0
13,8620,5.0
13,8641,3.5
13,34150,2.5
13,39715,3.0
13,45662,2.5
13,48394,4.0
13,52458,4.0
13,56003,3.5
14,1,4.0
14,3,3.0
14,5,3.0
14,7,3.0
14,17,5.0
14,62,3.0
14,104,3.0
14,141,5.0
14,608,5.0
14,648,3.0
14,719,3.0
14,724,3.0
14,736,3.0
14,761,2.0
14,780,4.0
14,784,2.0
14,786,3.0
14,852,3.0
14,1073,5.0
14,1356,4.0
14,1367,4.0
15,50,5.0
15,101,5.0
15,235,5.0
15,293,5.0
15,296,5.0
15,533,5.0
15,541,5.0
15,565,5.0
15,841,5.0
15,952,5.0
15,1136,4.0
15,1199,5.0
15,1206,5.0
15,1258,5.0
15,1884,4.0
15,1929,5.0
15,2174,5.0
15,2288,5.0
15,2363,5.0
15,2395,5.0
15,2519,5.0
15,2550,5.0
15,2644,5.0
15,2660,4.0
15,2762,4.5
15,2781,5.0
15,2959,4.0
15,2968,4.0
15,3307,5.0
15,3435,5.0
15,3462,5.0
15,3535,5.0
15,3863,4.0
15,3949,5.0
15,3994,5.0
15,4467,5.0
15,4902,5.0
15,4979,5.0
15,6270,5.0
15,6629,5.0
15,6807,4.0
15,6874,3.5
15,6987,5.0
15,7253,5.0
15,7373,5.0
15,7766,5.0
15,8235,5.0
15,8874,5.0
15,25763,5.0
15,26285,5.0
15,30810,5.0
15,32160,5.0
15,32551,5.0
15,47465,4.0
15,48394,5.0
15,49272,5.0
15,55269,5.0
15,60069,5.0
15,61240,5.0
15,66934,5.0
15,68954,5.0
15,72226,5.0
15,72854,5.0
15,76089,5.0
15,79711,5.0
15,86864,5.0
15,88595,5.0
15,94959,5.0
15,96079,5.0
15,99114,5.0
15,108192,5.0
15,109374,5.0
15,128838,4.0
16,2,3.0
16,9,4.0
16,19,3.0
16,29,5.0
16,32,5.0
16,47,5.0
16,50,4.0
16,95,5.0
16,141,4.0
16,160,5.0
16,161,5.0
16,165,4.0
16,172,4.0
16,173,5.0
16,196,5.0
16,204,4.0
16,208,5.0
16,217,4.0
16,231,2.0
16,235,3.0
16,253,5.0
16,256,3.0
16,266,4.0
16,273,5.0
16,292,4.0
16,296,3.0
16,303,4.0
16,315,4.0
16,316,5.0
16,317,3.0
16,328,4.0
16,329,4.0
16,332,4.0
16,338,3.0
16,344,1.0
16,349,5.0
16,350,4.0
16,353,4.0
16,356,3.0
16,357,3.0
16,364,2.0
16,367,4.0
16,370,5.0
16,377,4.0
16,380,4.0
16,383,3.0
16,405,5.0
16,410,3.0
16,420,4.0
16,426,5.0
16,432,4.0
16,434,5.0
16,435,4.0
16,440,3.0
16,442,5.0
16,454,3.0
16,457,4.0
16,474,4.0
16,480,4.0
16,494,5.0
16,500,4.0
16,520,3.0
16,527,5.0
16,533,3.0
16,539,3.0
16,540,5.0
16,586,4.0
16,587,4.0
16,589,4.0
16,592,3.0
16,593,5.0
16,597,5.0
16,610,5.0
16,648,5.0
16,653,4.0
16,780,5.0
16,786,4.0
16,835,5.0
16,839,5.0
16,1037,4.0
16,1367,2.0
17,1,5.0
17,19,5.0
17,110,1.5
17,135,4.0
17,150,4.0
17,223,5.0
17,260,5.0
17,296,4.0
17,318,4.0
17,344,4.0
17,356,5.0
17,466,1.5
17,480,4.0
17,541,4.0
17,589,4.5
17,780,4.5
17,858,1.0
17,1090,4.5
17,1136,5.0
17,1196,5.0
17,1210,5.0
17,1221,1.0
17,1225,3.0
17,1232,4.5
17,1233,3.5
17,1258,3.5
17,1265,4.5
17,1270,5.0
17,1527,5.0
17,1580,4.5
17,1721,4.0
17,1732,5.0
17,1772,1.5
17,1831,4.0
17,1907,4.5
17,1917,3.0
17,2000,3.5
17,2011,5.0
17,2012,5.0
17,2150,5.0
17,2151,5.0
17,2324,5.0
17,2355,4.5
17,2571,4.0
17,2628,5.0
17,2716,4.0
17,2735,4.5
17,2797,4.0
17,2959,4.5
17,3285,4.5
17,3307,4.0
17,3448,5.0
17,3629,4.5
17,3997,3.5
17,4027,5.0
17,4085,4.0
17,4223,3.0
17,4270,3.5
17,4306,5.0
17,4369,4.0
17,4445,2.5
17,4558,4.5
17,4963,4.0
17,4993,5.0
17,5218,5.0
17,5378,5.0
17,5418,4.0
17,5459,3.5
17,5881,3.5
17,5952,5.0
17,6305,4.0
17,6365,4.0
17,6537,3.5
17,6539,4.5
17,6565,4.5
17,6617,4.5
17,6942,3.5
17,6986,4.0
17,7153,5.0
17,7367,5.0
17,8131,1.0
17,8605,3.5
17,8874,5.0
17,8905,4.0
17,8977,2.5
17,8984,3.0
17,27611,4.5
17,31698,3.0
17,31804,4.0
17,32460,4.5
17,33004,4.0
17,33136,4.0
17,33166,4.0
17,33493,5.0
17,33615,4.5
17,41566,3.0
17,44022,4.5
17,44191,5.0
17,45722,4.0
17,46976,3.5
17,47099,1.0
17,47382,3.0
17,48774,4.0
17,51084,4.5
17,51255,5.0
17,51662,0.5
17,52950,4.0
17,53125,4.0
17,53322,4.0
17,53468,4.5
17,53996,4.0
17,54001,2.5
17,54286,2.5
17,55247,3.5
17,55363,2.5
17,55995,4.5
17,56171,4.0
17,57640,4.0
17,58107,0.5
17,58306,2.0
17,58559,4.0
17,59615,3.5
17,60069,5.0
17,60904,4.0
17,60937,3.5
17,62999,4.5
17,64716,3.5
17,64969,4.0
17,65982,4.5
17,70286,5.0
17,71535,4.0
17,72998,4.0
17,73017,4.5
17,73089,5.0
17,74727,5.0
17,76251,3.0
17,77561,3.5
17,84772,5.0
17,85414,3.5
17,86295,4.5
18,19,3.0
18,34,1.5
18,47,4.5
18,50,4.5
18,163,3.0
18,172,2.0
18,231,4.0
18,296,4.5
18,316,2.0
18,318,4.5
18,356,4.0
18,364,3.0
18,370,3.5
18,380,2.0
18,480,2.5
18,527,1.5
18,589,4.0
18,592,4.0
18,733,4.0
18,780,3.0
18,786,1.0
18,832,3.5
18,1089,4.0
18,1101,1.0
18,1148,4.5
18,1200,4.0
18,1206,2.0
18,1208,1.0
18,1214,3.5
18,1222,3.0
18,1320,3.0
18,1407,3.0
18,1485,2.0
18,1517,4.0
18,1573,4.0
18,1584,4.0
18,1608,1.5
18,1617,4.0
18,1625,4.5
18,1653,4.5
18,1676,3.5
18,1754,4.0
18,1909,3.5
18,1917,3.5
18,1954,2.0
18,2174,4.0
18,2291,4.5
18,2571,4.5
18,2617,1.5
18,2699,1.0
18,2700,4.0
18,2762,4.0
18,2791,4.0
18,2959,5.0
18,3052,4.5
18,3081,4.0
18,3114,4.5
18,4011,4.5
18,4022,2.0
18,4226,4.5
18,4306,4.5
18,4343,2.5
18,4367,2.0
18,4369,2.0
18,4776,4.5
18,4816,1.0
18,4886,2.5
18,4963,4.5
18,4973,4.5
18,4975,5.0
18,4993,3.5
18,4995,4.5
18,5108,3.0
18,5266,3.5
18,5502,3.5
18,5630,3.0
18,5679,5.0
18,5952,3.5
18,5956,2.5
18,6365,4.0
18,6502,4.5
18,6539,2.0
18,6874,4.0
18,6934,2.5
18,6942,5.0
18,7090,2.0
18,7147,5.0
18,7360,4.0
18,7439,1.5
18,8019,4.5
18,8360,4.0
18,8589,4.5
18,8781,4.0
18,8783,2.5
18,8798,4.5
18,8961,4.5
18,8984,2.5
19,527,5.0
19,1584,5.0
19,2324,5.0
19,3408,3.0
19,3555,4.0
19,3578,0.5
19,3793,0.5
19,3916,4.0
19,3948,0.5
19,4022,4.0
19,4254,4.0
19,4306,0.5
19,4643,1.5
19,4776,3.5
19,4903,3.5
19,4963,0.5
19,4993,0.5
19,4995,5.0
19,5009,4.0
19,5152,4.0
19,5299,4.5
19,5349,0.5
19,5418,4.0
19,5420,4.0
19,5810,4.0
19,5816,0.5
19,5952,0.5
19,5956,4.0
19,6333,0.5
19,6482,4.0
19,6539,0.5
19,6565,4.0
19,6863,3.5
19,6947,4.0
19,7143,4.0
19,7153,0.5
19,7156,4.0
19,7162,4.5
19,7263,4.0
19,7318,0.5
19,7458,4.0
19,7502,5.0
19,8360,0.5
19,8368,0.5
19,8533,4.5
19,8622,4.5
19,8636,0.5
19,8665,3.0
19,8949,3.5
19,8958,4.5
19,8972,3.0
19,8984,3.5
19,30707,4.5
19,30812,4.5
19,30816,4.5
19,31410,4.0
19,33166,5.0
19,34048,3.5
19,40629,4.0
19,41569,3.0
19,41997,4.0
19,45210,3.0
19,45447,4.5
19,45720,3.5
19,47629,4.0
19,48516,4.0
19,49530,5.0
19,50068,4.5
19,51662,0.5
19,55247,4.0
19,55276,4.0
19,55765,4.0
19,56367,3.5
19,56587,4.0
19,58559,0.5
19,63082,4.0
19,63876,4.0
19,64614,4.0
19,64620,4.0
19,64839,4.0
19,68157,3.5
19,69122,0.5
19,72641,3.0
19,72998,0.5
19,80463,4.0
19,81845,5.0
19,88744,4.0
19,88810,5.0
19,89492,4.0
19,91077,4.0
19,97304,4.0
19,97938,4.0
19,99114,4.0
19,106100,4.5
19,106782,4.5
19,106916,3.5
19,109374,3.5
19,112552,4.0
19,116797,5.0
19,136018,4.0
20,934,3.0
20,1012,0.5
20,1013,3.0
20,1537,4.0
20,1873,2.0
20,2014,3.0
20,2145,5.0
20,2413,4.0
20,2662,1.0
20,2803,4.0
20,2953,2.5
20,3100,1.5
20,4014,4.0
20,5064,4.0
20,5995,4.0
20,6539,4.0
20,7263,1.5
20,8376,0.5
20,8533,2.5
20,8961,3.5
20,8970,3.0
20,26198,3.5
20,26528,3.5
20,33660,2.0
20,45730,3.5
20,46919,3.0
20,46976,3.5
20,47099,3.0
20,47610,4.0
20,48780,4.0
20,49272,4.0
20,50160,2.0
20,50872,3.0
20,51471,3.0
20,52712,5.0
20,56367,3.0
20,58559,4.0
20,59315,4.0
20,59369,4.0
20,63082,3.5
20,66665,4.5
20,68269,4.0
20,68954,4.0
20,69481,3.5
20,69757,5.0
20,70293,5.0
20,71579,4.5
20,72011,5.0
20,72641,4.0
20,72998,4.0
20,79132,5.0
21,19,3.5
21,260,4.5
21,296,4.0
21,527,4.5
21,1136,4.5
21,1196,4.5
21,1198,3.5
21,1201,4.0
21,1210,4.5
21,1281,4.0
21,1282,4.5
21,1291,3.5
21,1653,4.0
21,2019,4.0
21,2571,4.5
21,2628,4.5
21,3000,5.0
21,3159,4.5
21,4878,4.0
21,4896,4.0
21,4973,3.5
21,4993,5.0
21,5618,5.0
21,5690,4.0
21,5952,5.0
21,5971,4.5
21,5995,4.5
21,6350,4.5
21,6365,4.0
21,6539,4.0
21,6807,4.0
21,6954,4.0
21,7090,3.0
21,7099,5.0
21,7153,4.5
21,26326,4.0
21,26662,4.5
21,26776,4.5
21,31658,4.5
21,45081,1.0
21,45722,3.5
21,46062,0.5
21,48774,3.5
21,51662,3.5
21,53125,4.0
21,54001,4.0
21,54190,3.5
21,54503,3.5
21,55241,2.5
21,56176,1.0
21,56367,3.0
21,57504,4.0
21,58559,3.0
21,59315,3.0
21,59615,4.0
21,61123,0.5
21,61160,1.0
21,62956,3.5
21,63082,4.0
21,63992,2.5
21,64957,3.5
21,66097,3.5
21,68358,4.5
21,69844,4.0
21,72407,2.0
21,72998,4.0
21,73042,1.0
21,74458,4.0
21,79132,4.0
21,79702,4.0
21,81834,4.0
21,82461,4.5
21,85179,4.0
21,85414,3.5
21,86504,4.5
21,87232,3.5
21,88125,4.0
21,89745,3.5
21,91500,4.0
21,98809,4.0
21,101962,4.0
